9;0;267.00441593;385.594229971;273.353370552;3593.08934604;59.9423835532;385.594229971;462.713075965;467.075338123
9;1;247.77019841;270.901983697;210.394646457;142.794051877;11.9496465168;270.901983697;325.082380437;291.61499738
9;2;227.416601352;252.346195597;173.391725551;106.795592458;10.334195298;252.346195597;302.815434717;268.281679078
9;3;217.339850441;231.336070808;200.020527076;72.0888406887;8.49051474816;231.336070808;277.60328497;252.014815228
9;4;205.863229395;220.165028327;185.612895613;95.6848146694;9.78186151351;220.165028327;264.198033992;238.391144745
9;5;192.866952563;212.679157241;140.470887977;74.2860967325;8.61893826016;212.679157241;255.214988689;224.34996181
9;6;174.274496331;200.29215395;132.052058754;128.410632159;11.3318415167;200.29215395;240.35058474;215.565088932
9;7;154.098738153;176.964500787;132.250204901;135.039809791;11.620663053;176.964500787;212.357400945;195.063536854
9;8;148.665060487;163.8587798;122.287752666;68.2437338724;8.26097656893;163.8587798;196.63053576;175.836469451
9;9;139.973945166;154.227281326;132.070281393;71.9613773032;8.48300520471;154.227281326;185.072737591;174.069798747
9;10;134.783512028;146.46770775;119.071560566;59.5190319881;7.71485787219;146.46770775;175.761249301;158.961124091
9;11;126.515200082;141.668682323;116.157171818;74.5887441853;8.63647753342;141.668682323;170.002418787;158.498527511
9;12;117.585641073;134.493761036;100.729463344;67.451030286;8.21285761998;134.493761036;161.392513243;147.963827356
9;13;114.761854174;125.962363328;100.938899438;58.7776071599;7.66665553941;125.962363328;151.154835993;137.238520854
9;14;106.53815806;122.46747811;89.4301569903;55.9481107733;7.47984697526;122.46747811;146.960973732;134.277295544
9;15;97.1558873031;115.913714845;89.125573312;85.0348361982;9.22143352187;115.913714845;139.096457813;132.146938565
9;16;94.9935892365;105.690549384;86.1044508082;47.1822990295;6.86893725619;105.690549384;126.828659261;117.235141487
9;17;94.8717593019;104.511990105;93.2775007096;69.2565400267;8.32205143139;104.511990105;125.414388126;122.448180542
9;18;81.3334052917;101.691982053;69.7197190304;85.815638822;9.263673074;101.691982053;122.030378464;114.642607545
9;19;75.8502683832;92.3895693133;72.053732342;67.4141483534;8.21061193538;92.3895693133;110.867483176;107.41780633
9;20;70.6626377396;83.1363500593;62.8625340049;44.3811950779;6.66192127527;83.1363500593;99.7636200712;93.3664805012
9;21;70.4249296871;81.4434815153;65.6408711734;60.5217941945;7.77957545079;81.4434815153;97.7321778184;92.8009623711
9;22;68.9377406601;80.3201606444;69.7069816376;80.6764510399;8.98200707191;80.3201606444;96.3841927733;97.5485104363
9;23;63.4669452138;79.9503016916;63.7715463076;81.1789588661;9.00993667381;79.9503016916;95.9403620299;96.2414105194
9;24;61.9312579389;72.0029518217;60.1696100469;35.8545784008;5.98786927052;72.0029518217;86.403542186;84.2597040258
9;25;59.9721726676;72.9335461655;53.1354263235;59.023687939;7.68268754662;72.9335461655;87.5202553986;82.4831290544
9;26;58.153442644;68.8081241775;56.6084991216;40.6468290474;6.37548657338;68.8081241775;82.569749013;80.8269960144
9;27;57.1199899984;63.6239195204;52.9127927953;20.2680037888;4.50199997654;63.6239195204;76.3487034244;71.3505667554
9;28;55.6605978819;66.4940394641;52.9462981931;53.3536070063;7.30435534502;66.4940394641;79.7928473569;77.1284216491
9;29;50.232896316;66.7473897381;51.007527231;67.7595878341;8.23162121542;66.7473897381;80.0968676858;80.7538567994
9;30;49.0624370788;56.1890371301;49.5217004653;39.0029952879;6.24523780876;56.1890371301;67.4268445561;68.2009337846
9;31;49.0624370788;57.7473340766;48.1172597941;41.9760110828;6.47888964891;57.7473340766;69.2968008919;68.1632381213
9;32;46.8896192037;58.2494079756;47.2562771803;70.6587487409;8.40587584615;58.2494079756;69.8992895707;70.2878524008
9;33;43.4894485438;56.4204733221;44.8345952351;56.8077132347;7.53708917519;56.4204733221;67.7045679865;69.0146769388
9;34;43.4894485438;53.3316661647;42.8475209251;48.0482434321;6.9316840257;53.3316661647;63.9979993977;63.3449166965
9;35;42.9668348498;53.2859485975;43.573042535;41.7341278954;6.46019565458;53.2859485975;63.943138317;64.6082811968
9;36;42.9668348498;54.4650196617;45.0670697706;43.8660197804;6.62314274196;54.4650196617;65.358023594;67.7923701819
9;37;40.5282991076;53.2124370408;42.4208085857;49.3238157806;7.02309161129;53.2124370408;63.854924449;65.7212793161
9;38;30.3005814367;49.7608873458;31.858508284;73.8078647815;8.59115037591;49.7608873458;59.7130648149;60.5791376657
9;39;22.8995928315;40.9922909232;30.6523752922;70.4065354317;8.39086023192;40.9922909232;49.1907491079;55.3378846442
9;40;22.8995928315;34.7209376216;26.8443897327;65.8642924228;8.1156818828;34.7209376216;41.6651251459;45.1429697312
9;41;19.6981390869;33.5370328363;23.7857520093;48.4376851143;6.95971875253;33.5370328363;40.2444394036;43.0560989432
9;42;19.6981390869;30.2968555812;23.1128084967;54.964976322;7.41383681517;30.2968555812;36.3562266975;39.2363232434
9;43;19.6981390869;30.2613868661;23.5815268356;47.7486476438;6.91003962679;30.2613868661;36.3136642393;39.8322020074
9;44;19.4690559793;31.4902492755;24.646318174;55.2555683255;7.43340893033;31.4902492755;37.7882991306;42.5526158561
9;45;18.3366438037;32.3378722722;23.6803512864;58.665711233;7.65935449193;32.3378722722;38.8054467266;42.7974469844
9;46;17.7105115867;24.9307436487;22.1069163405;34.8867864208;5.90650373917;24.9307436487;29.9168923784;37.679806178
9;47;17.0966874416;26.4870831104;21.8475671026;55.9205183154;7.47800229442;26.4870831104;31.7844997325;37.2090717878
9;48;14.7862615629;30.0023015736;18.5505172158;51.3913336996;7.16877490926;30.0023015736;36.0027618883;37.975141559
