2;0;298.51790322;379.581561484;290.758155647;1682.48053006;41.0180512708;379.581561484;455.497873781;448.865709493
2;1;280.389702816;298.331578502;259.207661717;147.779403476;12.1564552184;298.331578502;357.997894202;325.69401322
2;2;260.791496545;285.050443309;180.657525118;104.438293872;10.2195055591;285.050443309;342.06053197;298.298513482
2;3;250.732992009;268.653151479;194.158402282;111.557965762;10.5621004427;268.653151479;322.383781775;281.5783774
2;4;242.508295995;257.574847707;202.645829231;109.260560353;10.4527776382;257.574847707;309.089817248;271.704955509
2;5;225.953496421;245.500540365;187.590881269;79.8885538679;8.93803971058;245.500540365;294.600648439;262.073975353
2;6;223.006421331;237.308266138;182.083766526;81.1281963917;9.00711920603;237.308266138;284.769919365;249.599716554
2;7;216.46531998;232.958566277;194.851161807;102.029711521;10.1009757707;232.958566277;279.550279533;253.123901933
2;8;203.67884173;223.346828623;176.637550227;100.646475825;10.0322717181;223.346828623;268.016194348;242.155864638
2;9;203.294436462;213.470515665;180.501254203;55.0978799137;7.42279461616;213.470515665;256.164618798;226.648201659
2;10;191.483036209;212.658838057;169.386316796;131.787042012;11.4798537453;212.658838057;255.190605669;233.47214537
2;11;183.948484608;199.253055841;149.550910487;59.6078875078;7.72061445144;199.253055841;239.103667009;211.524085853
2;12;175.505359727;193.073265065;155.614094435;109.389218014;10.4589300607;193.073265065;231.687918078;211.183077892
2;13;165.278335406;184.464156499;149.101502255;121.048670047;11.0022120525;184.464156499;221.356987799;204.480167063
2;14;158.273491323;173.758807928;148.484924472;105.108910562;10.2522636799;173.758807928;208.510569514;195.051223543
2;15;150.478961605;167.448886894;116.757447322;75.2365877019;8.67390267999;167.448886894;200.938664273;178.660227998
2;16;139.012736729;156.503236098;123.135487784;85.8870096358;9.26752446103;156.503236098;187.803883318;172.910215236
2;17;137.499059286;148.095938632;125.168864898;68.2780526307;8.26305346895;148.095938632;177.715126358;161.78590894
2;18;128.321528236;145.657695787;119.752859885;99.5146548818;9.97570322743;145.657695787;174.789234944;165.15325429
2;19;124.803795907;138.812314165;108.327584541;67.9221393946;8.24148890642;138.812314165;166.574776998;151.569880733
2;20;123.47911439;134.66230863;109.891624033;51.3697133021;7.1672667944;134.66230863;161.594770357;146.821478058
2;21;114.633374818;131.099314949;101.715329648;72.0216245744;8.48655551884;131.099314949;157.319177939;145.792171953
2;22;104.344440105;122.193448828;96.5778118307;85.2041209417;9.23060783165;122.193448828;146.632138593;139.222359209
2;23;98.6848699063;110.493638107;87.4552395122;62.2259906292;7.88834524024;110.493638107;132.592365729;121.820760127
2;24;97.0797628627;106.161403162;90.1681655711;50.1004790167;7.07816918537;106.161403162;127.393683794;118.217994851
2;25;97.0797628627;107.796889706;90.4756599926;62.6268218399;7.91371100306;107.796889706;129.356267647;121.136276798
2;26;96.8486625982;108.547665387;96.7691960425;82.0783155812;9.05970836071;108.547665387;130.257198464;130.110729363
2;27;92.1497008415;106.558947646;86.0888148014;62.9210869538;7.93228132089;106.558947646;127.870737176;121.560649761
2;28;84.3076935501;101.862324102;72.6594235887;55.108857679;7.42353404242;101.862324102;122.234788922;114.108747815
2;29;80.1925150254;93.7033023447;77.5824909223;62.0288415204;7.87583909945;93.7033023447;112.443962814;109.40977463
2;30;78.6315926617;87.9026277921;79.6023155459;62.6026390113;7.91218294855;87.9026277921;105.48315335;107.53919871
2;31;74.6817816286;89.5494015778;69.2760185454;59.4994314673;7.71358745768;89.5494015778;107.459281893;102.683731129
2;32;74.5396370978;85.1896775937;73.7650942123;62.4475908318;7.90237880842;85.1896775937;102.227613112;101.072506506
2;33;71.7121527609;82.2218106362;71.7544077882;74.224241754;8.61534919513;82.2218106362;98.6661727635;98.7325557031
2;34;70.0811355241;79.061818026;70.4372000821;54.1440694137;7.35826538076;79.061818026;94.8741816312;95.5269899404
2;35;68.258914363;78.821355431;67.4392026002;60.77648431;7.79592741821;78.821355431;94.5856265172;93.450326488
2;36;64.1520490788;78.999793247;50.114100524;49.032770914;7.00234038832;78.999793247;94.7997518964;87.1212444493
2;37;62.6392237936;75.7202666866;61.0829082048;76.609069048;8.75266068393;75.7202666866;90.864320024;89.2541301584
2;38;61.909649654;73.6416793553;56.6638280707;56.1682646542;7.49454899605;73.6416793553;88.3700152264;83.8192495905
2;39;59.3843885629;69.1850829554;55.0481059972;40.8682966324;6.39283165994;69.1850829554;83.0220995465;78.7778248347
2;40;54.4515327588;67.4704346763;56.7824917609;84.7267968609;9.20471601196;67.4704346763;80.9645216115;83.9074792664
2;41;47.4441517417;65.8674987902;47.3014848489;71.220450901;8.43922098899;65.8674987902;79.0409985482;78.939769373
2;42;44.6971383616;55.7312163072;44.1603231242;54.6582425659;7.39312130064;55.7312163072;66.8774595686;66.3603453642
2;43;43.4205432345;55.1543333101;43.3976833556;59.5279297706;7.715434516;55.1543333101;66.1851999721;66.1637513215
2;44;41.867101373;55.4384890057;44.8314916439;75.0582979442;8.6636192174;55.4384890057;66.5261868069;69.6249208187
2;45;40.8331762878;53.441528015;42.7332435813;70.8829293501;8.41920004217;53.441528015;64.129833618;66.0263558877
2;46;38.3218478441;52.9108539778;40.5992147704;65.2375926223;8.07697917679;52.9108539778;63.4930247734;65.4504802651
2;47;38.3218478441;49.1844321909;38.4646632094;41.4897383868;6.44125285848;49.1844321909;59.0213186291;59.1523716894
2;48;34.2807284823;47.6289986162;35.2764692819;50.8858220197;7.13342989169;47.6289986162;57.1547983395;57.9226756847
2;49;32.978387197;43.777830446;35.875846848;58.7464608397;7.66462398554;43.777830446;52.5333965352;55.7438435262
2;50;32.0583162169;42.5647297644;33.582790791;58.5318192121;7.65060907459;42.5647297644;51.0776757172;52.5225496686
2;51;32.0583162169;42.5682741444;32.7243912597;52.8387024879;7.26902348929;42.5682741444;51.0819289733;51.6579956607
2;52;31.6093606151;43.6467549625;35.84637412;72.066122287;8.48917677322;43.6467549625;52.376105955;57.1177177801
2;53;31.4172314875;40.6634868787;33.4496630823;47.5233851118;6.89372070161;40.6634868787;48.7961842545;51.0875004224
2;54;30.3715819851;43.892620514;36.2789097812;64.8856976628;8.05516589915;43.892620514;52.6711446168;59.4822281031
2;55;28.7233945929;40.9244273158;33.4964108762;57.1711352651;7.56115965081;40.9244273158;49.109312779;54.3686699587
2;56;28.7233945929;38.1446401475;31.433562632;38.6089214673;6.21360776581;38.1446401475;45.773568177;48.8543963855
2;57;28.7233945929;39.1740934999;32.0566943625;57.1227227153;7.55795757565;39.1740934999;47.0089121999;50.6782019031
2;58;27.8523662818;40.8836460743;32.6645233615;47.7436187591;6.90967573473;40.8836460743;49.0603752892;53.8477116942
2;59;26.9609504545;37.9454338656;33.2917838153;58.7223293781;7.66304961344;37.9454338656;45.5345206388;55.8587270578
